id,round,accuracy,loss
3,17,0.3525,1.5646
3,18,0.3255,1.567
3,19,0.2875,1.5697
3,20,0.3305,1.5681
3,21,0.3475,1.5687
3,22,0.3475,1.5699
3,23,0.3475,1.5685
3,24,0.3475,1.567
3,25,0.3475,1.5662
3,26,0.3475,1.5649
3,27,0.3475,1.5641
3,28,0.3475,1.5645
3,29,0.3475,1.5644
3,30,0.3475,1.5654
3,31,0.3475,1.5653
3,32,0.3475,1.5677
3,33,0.3475,1.5695
3,34,0.3475,1.5723
3,35,0.3475,1.5713
3,36,0.3475,1.5701
3,37,0.3475,1.5694
3,38,0.3475,1.5679
3,39,0.3475,1.5666
3,40,0.3475,1.567
