id,round,value
cos_16570959398014775943,11,0.88032
cos_16570959398014775943,12,0.85888
cos_16570959398014775943,13,0.41158
cos_16570959398014775943,14,0.54381
cos_16570959398014775943,15,0.32283
cos_16570959398014775943,16,0.47472
cos_16570959398014775943,17,0.52437
cos_16570959398014775943,18,0.51759
cos_16570959398014775943,19,0.75528
cos_16570959398014775943,20,0.35104
cos_16570959398014775943,21,0.29533
cos_16570959398014775943,22,-0.73471
cos_16570959398014775943,23,0.90056
cos_16570959398014775943,24,0.89166
cos_16570959398014775943,25,0.96385
cos_16570959398014775943,26,0.96406
cos_16570959398014775943,27,0.97531
cos_16570959398014775943,28,0.97465
cos_16570959398014775943,29,0.94548
cos_16570959398014775943,30,0.89436
cos_17748721539627027359,1,1.0
cos_17748721539627027359,2,0.4896
cos_17748721539627027359,3,0.96112
cos_17748721539627027359,4,0.87391
cos_17748721539627027359,5,0.90218
cos_17748721539627027359,6,0.42008
cos_17748721539627027359,7,0.39176
cos_17748721539627027359,8,-0.23177
cos_17748721539627027359,9,-0.28173
cos_17748721539627027359,10,0.031361
cos_17748721539627027359,11,0.084338
cos_17748721539627027359,12,0.50275
cos_17748721539627027359,13,0.51749
cos_17748721539627027359,14,0.53264
cos_17748721539627027359,15,0.27935
cos_17748721539627027359,16,0.51222
cos_17748721539627027359,17,0.56339
cos_17748721539627027359,18,0.32734
cos_17748721539627027359,19,0.21803
cos_17748721539627027359,20,0.10147
cos_17748721539627027359,21,-0.29802
cos_17748721539627027359,22,0.95357
cos_17748721539627027359,23,0.96903
cos_17748721539627027359,24,0.95981
cos_17748721539627027359,25,0.94986
cos_17748721539627027359,26,0.92954
cos_17748721539627027359,27,0.95034
cos_17748721539627027359,28,0.9552
cos_17748721539627027359,29,0.9493
cos_17748721539627027359,30,0.9168
cos_1921448353719407850,1,1.0
cos_1921448353719407850,2,-0.18293
cos_1921448353719407850,3,0.90183
cos_1921448353719407850,4,0.77641
cos_1921448353719407850,5,0.076189
cos_1921448353719407850,6,0.89586
cos_1921448353719407850,7,0.83697
cos_1921448353719407850,8,0.82314
cos_1921448353719407850,9,0.75869
cos_1921448353719407850,10,0.60713
cos_1921448353719407850,11,0.3547
cos_1921448353719407850,12,0.87971
cos_1921448353719407850,13,0.63492
cos_1921448353719407850,14,0.56645
cos_1921448353719407850,15,0.35664
cos_1921448353719407850,16,0.38331
cos_1921448353719407850,17,0.67519
cos_1921448353719407850,18,0.73639
cos_1921448353719407850,19,0.24915
cos_1921448353719407850,20,0.18867
cos_1921448353719407850,21,-0.53974
cos_1921448353719407850,22,0.88281
cos_1921448353719407850,23,0.93204
cos_1921448353719407850,24,0.9617
cos_1921448353719407850,25,0.92797
cos_1921448353719407850,26,0.93707
cos_1921448353719407850,27,0.94427
cos_1921448353719407850,28,0.94757
cos_1921448353719407850,29,0.89119
cos_1921448353719407850,30,0.86797
cos_714269747266604230,1,1.0
cos_714269747266604230,2,-0.37641
cos_714269747266604230,3,0.90086
cos_714269747266604230,4,0.13597
cos_714269747266604230,5,0.79975
cos_714269747266604230,6,0.61548
cos_714269747266604230,7,0.7013
cos_714269747266604230,8,0.52877
cos_714269747266604230,9,0.73402
cos_714269747266604230,10,0.72212
cos_714269747266604230,11,0.59159
cos_714269747266604230,12,0.91753
cos_714269747266604230,13,0.84131
cos_714269747266604230,14,0.84924
cos_714269747266604230,15,0.10632
cos_714269747266604230,16,-0.045043
cos_714269747266604230,17,0.11106
cos_714269747266604230,18,0.094375
cos_714269747266604230,19,0.42305
cos_714269747266604230,20,0.55143
cos_714269747266604230,21,0.60592
cos_714269747266604230,22,0.45211
cos_714269747266604230,23,0.95833
cos_714269747266604230,24,0.95466
cos_714269747266604230,25,0.98275
cos_714269747266604230,26,0.98898
cos_714269747266604230,27,0.989
cos_714269747266604230,28,0.9728
cos_714269747266604230,29,0.98573
cos_714269747266604230,30,0.9821
cos_7425795258559671990,1,1.0
cos_7425795258559671990,2,0.53457
cos_7425795258559671990,3,0.958
cos_7425795258559671990,4,0.8601
cos_7425795258559671990,5,0.77711
cos_7425795258559671990,6,0.83659
cos_7425795258559671990,7,0.81258
cos_7425795258559671990,8,0.7126
cos_7425795258559671990,9,0.68332
cos_7425795258559671990,10,0.055
cos_7425795258559671990,11,0.64154
cos_7425795258559671990,12,0.48005
cos_7425795258559671990,13,0.64312
cos_7425795258559671990,14,0.55587
