id,round,value
cos_15576514791559912685,24,-0.00040899
cos_15576514791559912685,25,0.0017969
cos_15576514791559912685,26,0.00097155
cos_15576514791559912685,27,0.001625
cos_15576514791559912685,28,-0.00089497
cos_15576514791559912685,29,-0.0012799
cos_15576514791559912685,30,0.001073
cos_16792948945459412339,1,1.0
cos_16792948945459412339,2,-0.0011458
cos_16792948945459412339,3,-1.5372e-06
cos_16792948945459412339,4,0.0002046
cos_16792948945459412339,5,-0.0008111
cos_16792948945459412339,6,5.2944e-05
cos_16792948945459412339,7,0.00037653
cos_16792948945459412339,8,-0.0010401
cos_16792948945459412339,9,-0.0028199
cos_16792948945459412339,10,-9.3565e-05
cos_16792948945459412339,11,0.0021694
cos_16792948945459412339,12,-0.0024194
cos_16792948945459412339,13,-0.00099789
cos_16792948945459412339,14,-0.001853
cos_16792948945459412339,15,0.00081984
cos_16792948945459412339,16,0.0014736
cos_16792948945459412339,17,0.0017325
cos_16792948945459412339,18,-0.0024009
cos_16792948945459412339,19,0.00052658
cos_16792948945459412339,20,-0.00031715
cos_16792948945459412339,21,0.00051787
cos_16792948945459412339,22,0.0007057
cos_16792948945459412339,23,-0.00069454
cos_16792948945459412339,24,0.00024973
cos_16792948945459412339,25,0.00039654
cos_16792948945459412339,26,5.8002e-05
cos_16792948945459412339,27,-0.00082374
cos_16792948945459412339,28,-0.00025756
cos_16792948945459412339,29,0.0018692
cos_16792948945459412339,30,-0.00047756
cos_17226644715888754039,1,1.0
cos_17226644715888754039,2,-0.00022572
cos_17226644715888754039,3,-0.00089845
cos_17226644715888754039,4,-0.00043891
cos_17226644715888754039,5,0.00082685
cos_17226644715888754039,6,3.1548e-05
cos_17226644715888754039,7,0.00071625
cos_17226644715888754039,8,6.3337e-05
cos_17226644715888754039,9,0.00049048
cos_17226644715888754039,10,-0.0012287
cos_17226644715888754039,11,0.0010211
cos_17226644715888754039,12,-0.00048673
cos_17226644715888754039,13,-0.00054988
cos_17226644715888754039,14,0.0010879
cos_17226644715888754039,15,-0.00071755
cos_17226644715888754039,16,-0.0010567
cos_17226644715888754039,17,0.0012325
cos_17226644715888754039,18,-0.00096908
cos_17226644715888754039,19,-0.0006276
cos_17226644715888754039,20,-0.00030584
cos_17226644715888754039,21,-0.001311
cos_17226644715888754039,22,-0.0019705
cos_17226644715888754039,23,-0.00089804
cos_17226644715888754039,24,0.00045775
cos_17226644715888754039,25,-0.00048131
cos_17226644715888754039,26,-0.0018421
cos_17226644715888754039,27,0.00058615
cos_17226644715888754039,28,-0.0023081
cos_17226644715888754039,29,0.0019519
cos_17226644715888754039,30,0.0014142
cos_5134835757745603909,1,1.0
cos_5134835757745603909,2,-0.0016746
cos_5134835757745603909,3,0.00036287
cos_5134835757745603909,4,0.00018639
cos_5134835757745603909,5,-0.00068759
cos_5134835757745603909,6,0.00055794
cos_5134835757745603909,7,0.00020519
cos_5134835757745603909,8,-0.0011225
cos_5134835757745603909,9,0.0027071
cos_5134835757745603909,10,0.00049462
cos_5134835757745603909,11,-0.0028401
cos_5134835757745603909,12,-0.00076905
cos_5134835757745603909,13,-1.7906e-05
cos_5134835757745603909,14,-0.0022259
cos_5134835757745603909,15,-0.0028699
cos_5134835757745603909,16,-0.0035903
