id,round,value
cos_8762612460011747371,10,0.79339
cos_8762612460011747371,11,0.78663
cos_8762612460011747371,12,0.78276
cos_8762612460011747371,13,0.35126
cos_8762612460011747371,14,0.46077
cos_8762612460011747371,15,0.33243
cos_8762612460011747371,16,0.4222
cos_8762612460011747371,17,0.49537
cos_8762612460011747371,18,0.5744
cos_8762612460011747371,19,0.54839
cos_8762612460011747371,20,0.1919
cos_8762612460011747371,21,0.096561
cos_8762612460011747371,22,-0.59474
cos_8762612460011747371,23,0.75924
cos_8762612460011747371,24,0.85296
cos_8762612460011747371,25,0.87047
cos_8762612460011747371,26,0.93644
cos_8762612460011747371,27,0.92653
cos_8762612460011747371,28,0.9453
cos_8762612460011747371,29,0.8897
cos_8762612460011747371,30,0.85135
cos_8890710462663498715,1,1.0
cos_8890710462663498715,2,-0.68239
cos_8890710462663498715,3,0.95709
cos_8890710462663498715,4,0.44829
cos_8890710462663498715,5,0.45013
cos_8890710462663498715,6,0.61135
cos_8890710462663498715,7,-0.066296
cos_8890710462663498715,8,-0.19206
cos_8890710462663498715,9,0.050874
cos_8890710462663498715,10,0.27885
cos_8890710462663498715,11,0.38935
cos_8890710462663498715,12,0.44558
cos_8890710462663498715,13,0.55825
cos_8890710462663498715,14,0.41063
cos_8890710462663498715,15,0.53055
cos_8890710462663498715,16,0.34598
cos_8890710462663498715,17,0.27244
cos_8890710462663498715,18,0.45308
cos_8890710462663498715,19,0.28184
cos_8890710462663498715,20,0.28274
cos_8890710462663498715,21,0.5836
cos_8890710462663498715,22,0.68118
cos_8890710462663498715,23,0.85981
cos_8890710462663498715,24,0.93556
cos_8890710462663498715,25,0.96581
cos_8890710462663498715,26,0.82375
cos_8890710462663498715,27,0.73271
cos_8890710462663498715,28,0.96495
cos_8890710462663498715,29,0.96549
cos_8890710462663498715,30,0.90737
cos_9569279318901528356,1,1.0
cos_9569279318901528356,2,-0.30455
cos_9569279318901528356,3,0.96281
cos_9569279318901528356,4,0.65721
cos_9569279318901528356,5,0.65594
cos_9569279318901528356,6,0.37828
cos_9569279318901528356,7,0.5093
cos_9569279318901528356,8,0.48046
cos_9569279318901528356,9,0.28939
cos_9569279318901528356,10,0.43084
cos_9569279318901528356,11,0.21342
cos_9569279318901528356,12,0.51765
cos_9569279318901528356,13,0.58387
cos_9569279318901528356,14,0.43211
cos_9569279318901528356,15,0.50387
cos_9569279318901528356,16,0.46599
cos_9569279318901528356,17,0.47373
cos_9569279318901528356,18,0.52139
cos_9569279318901528356,19,0.58125
cos_9569279318901528356,20,0.41532
cos_9569279318901528356,21,0.43676
cos_9569279318901528356,22,0.23243
cos_9569279318901528356,23,0.85353
cos_9569279318901528356,24,0.95973
cos_9569279318901528356,25,0.94677
cos_9569279318901528356,26,0.84183
cos_9569279318901528356,27,0.87316
cos_9569279318901528356,28,0.96566
cos_9569279318901528356,29,0.96411
cos_9569279318901528356,30,0.95242
