id,round,value
dispersion_mean,1,-0.10979
dispersion_mean,2,0.98344
dispersion_mean,3,0.9743
dispersion_mean,4,0.42759
dispersion_mean,5,0.39639
dispersion_mean,6,0.46642
dispersion_mean,7,0.44776
dispersion_mean,8,0.51098
dispersion_mean,9,0.36642
dispersion_mean,10,0.31133
dispersion_mean,11,0.22037
dispersion_mean,12,0.22821
dispersion_mean,13,0.31164
dispersion_mean,14,0.23873
dispersion_mean,15,0.29871
dispersion_mean,16,0.2078
dispersion_mean,17,0.22401
dispersion_mean,18,0.2957
dispersion_mean,19,0.30592
dispersion_mean,20,0.22757
dispersion_mean,21,0.21366
dispersion_mean,22,0.17877
dispersion_mean,23,0.011863
dispersion_mean,24,-0.046071
dispersion_mean,25,-0.01307
dispersion_mean,26,-0.021559
dispersion_mean,27,-0.03185
dispersion_mean,28,-0.054161
dispersion_mean,29,-0.044303
dispersion_mean,30,-0.044007
dispersion_median,1,-0.11593
dispersion_median,2,0.98397
dispersion_median,3,0.97421
dispersion_median,4,0.5677
dispersion_median,5,0.46505
dispersion_median,6,0.48098
dispersion_median,7,0.46491
dispersion_median,8,0.59033
dispersion_median,9,0.37152
dispersion_median,10,0.41399
dispersion_median,11,0.30373
dispersion_median,12,0.27183
dispersion_median,13,0.3464
dispersion_median,14,0.26009
dispersion_median,15,0.31293
dispersion_median,16,0.22766
dispersion_median,17,0.22365
dispersion_median,18,0.30086
dispersion_median,19,0.32495
dispersion_median,20,0.31261
dispersion_median,21,0.11239
dispersion_median,22,-0.24388
dispersion_median,23,-0.48675
dispersion_median,24,-0.6801
dispersion_median,25,-0.55147
dispersion_median,26,-0.63034
dispersion_median,27,-0.62413
dispersion_median,28,-0.69086
dispersion_median,29,-0.73839
dispersion_median,30,-0.64975
